,ph,Turbidity,pH_Type,Turbidity_Type,Potability
2994,4.497585145,4.965738556,0,1,0
2995,5.5841243579999995,3.852731893,0,1,0
2997,10.33127328,2.673440871,1,1,0
2998,9.130795898999999,3.0257073689999996,1,1,0
2999,4.618850847,4.322115889,0,1,0
3000,6.931244177999999,4.897957118,0,1,1
3001,5.602158585,4.067048745,0,1,0
3002,7.520518927,4.227765964,1,1,1
3003,5.58246982,4.048113258,0,1,0
3004,7.992749619,4.062907043,1,1,1
3005,8.210357972999999,3.716663875,1,1,1
3006,9.901930594,4.226949554,1,1,0
3008,9.405875051,4.033733317,1,1,0
3009,9.58789503,4.666916973999999,1,1,0
3010,4.633202516,4.751858815,0,1,0
3011,6.90111102,3.616498342,0,1,1
3012,7.795557629,3.629252282,1,1,1
3014,0.0,4.92883998,0,1,0
3015,8.39826106,2.62786247,1,1,1
3016,6.255149749,3.146482536,0,1,0
3017,11.49685889,5.005193167,1,0,0
3019,9.347344621,3.6151510989999998,1,1,0
3020,11.62114013,3.472067462,1,1,0
3021,10.33767086,5.063108915,1,0,0
3023,5.287982808,3.311034005,0,1,0
3024,7.617524134,3.698317397,1,1,1
3025,7.1491245679999995,3.787033415,1,1,1
3026,8.651389727,3.26640974,1,1,0
3027,5.290004371,3.532322498,0,1,0
3028,5.3695841810000005,3.357484436,0,1,0
3029,8.747271524,4.764707508,1,1,0
3030,8.040392261000001,3.017795963,1,1,1
3031,8.550427815,4.903869628,1,1,0
3032,7.739325711,3.645785495,1,1,1
3033,7.104594898999999,4.763057991,1,1,1
3034,6.988206155,1.899683002,0,1,1
3035,7.86978187,4.219575578,1,1,1
3036,8.85969604,4.575331195,1,1,0
3037,7.39754401,3.9471378880000003,1,1,1
3038,5.1748960319999995,3.44502808,0,1,0
3040,5.470981822000001,3.8440198710000004,0,1,0
3041,6.711814601,3.413646703,0,1,1
3042,4.933106138,1.45,0,1,0
3043,6.260891634,4.397386192,0,1,0
3044,7.693555235,2.750695905,1,1,1
3045,5.622807135,3.9929569010000003,0,1,0
3046,6.174884306,3.6232977930000003,0,1,0
3047,5.039406776,3.1269558999999996,0,1,0
3048,7.756939182999999,3.8703388469999997,1,1,1
3049,9.809996387,5.538200507999999,1,0,0
3050,8.479592799,4.221265969,1,1,1
3051,8.862867931,5.758675719,1,0,0
3052,6.155738624,3.685975828,0,1,0
3053,7.287286375,3.504265055,1,1,1
3054,9.065894194,4.299502546,1,1,0
3055,9.314522392,3.092940473,1,1,0
3056,9.759937781,5.381745882000001,1,0,0
3057,7.985406394,4.752451739,1,1,1
3058,8.108350799,4.753358184,1,1,1
3059,8.243090986,3.5507168310000004,1,1,1
3060,10.28937961,3.500166976,1,1,0
3061,3.989032078,4.409414176,0,1,0
3063,8.519639043,3.427251407,1,1,0
3066,4.495357679,4.962899585,0,1,0
3068,5.6205334360000005,3.4394758480000003,0,1,0
3069,8.552993665,3.108673907,1,1,0
3071,10.209955800000001,4.112597752,1,1,0
3073,6.588207965,3.9722558560000003,0,1,1
3074,8.558388775,3.946227719,1,1,0
3075,8.426906357,4.244513927,1,1,1
3076,7.207538607999999,4.295189193,1,1,1
3077,10.22768969,4.78632982,1,1,0
3078,11.39054311,2.277358632,1,1,0
3080,6.580043295,4.7564462789999995,0,1,1
3081,10.81783108,3.590841128,1,1,0
3082,5.093675135,4.552571442,0,1,0
3083,5.264283802,5.100239665,0,0,0
3084,7.9712987470000005,2.439140009,1,1,1
3085,8.35035104,3.5072275810000004,1,1,1
3087,4.032060534,4.814235096,0,1,0
3088,2.128531434,3.842109417,0,1,0
3089,9.842056293999999,4.179197763,1,1,0
3090,7.6646280970000005,3.48740688,1,1,1
3092,7.260319682,4.282314756,1,1,1
3093,9.537878629,3.024556641,1,1,0
3094,1.985383359,3.923093197,0,1,0
3095,7.248991198,4.2559796510000005,1,1,1
3096,6.96820896,3.63264389,0,1,1
3097,6.150553015,4.810537179,0,1,0
3098,6.300755509,5.708111883,0,0,0
3099,6.9207995989999995,4.915733469,0,1,1
3100,6.481890279,5.002360533,0,0,0
3102,7.309596474,4.048202463,1,1,1
3103,5.967274228,3.914543611,0,1,0
3104,8.631269999999999,3.640944003,1,1,0
3105,9.172624519,3.686395202,1,1,0
3107,3.337628998,3.300191883,0,1,0
3108,11.449739300000001,5.1669034830000005,1,0,0
3109,6.283678795,4.48077131,0,1,0
3111,8.761768405,4.673547855,1,1,0
3112,6.61673069,3.622379242,0,1,1
3113,7.7345692029999995,3.821455975,1,1,1
3114,6.971577182000001,3.2263485010000004,0,1,1
3115,4.7091867469999995,3.860083952,0,1,0
3116,5.23000319,3.045612106,0,1,0
3117,5.27418539,4.3644263919999995,0,1,0
3118,8.433443104,3.824734138,1,1,1
3119,6.847863212000001,4.92119573,0,1,1
3120,7.26354507,3.950529737,1,1,1
3121,6.733266883,3.765693648,0,1,1
3124,7.777665366,4.683334813,1,1,1
3125,6.103731305,3.38304892,0,1,0
3126,6.6657742010000005,4.903553219,0,1,1
3128,4.959852811,3.455044818,0,1,0
3129,6.397905014,3.958543451,0,1,0
3130,8.140344463,4.362792108,1,1,1
3131,6.850625418,2.59383368,0,1,1
3132,6.71477688,4.68485347,0,1,1
3133,4.337119469,4.40163526,0,1,0
3134,8.433290824,3.631542932,1,1,1
3135,7.274212567,4.710256299999999,1,1,1
3136,6.579184951,3.813556321,0,1,1
3138,8.651023363,3.644278972,1,1,0
3139,8.357612993,4.366242228,1,1,1
3141,6.658741557999999,3.400987615,0,1,1
3142,10.50378654,5.370457701,1,0,0
3143,6.332386866,5.159001749,0,0,0
3145,6.7304277720000005,3.961942035,0,1,1
3146,8.2977832,4.239220572,1,1,1
3147,6.259267532999999,3.932141959,0,1,0
3148,8.076126298,4.291355258,1,1,1
3149,5.7310421389999995,3.675807027,0,1,0
3150,6.563356597,5.292950181,0,0,1
3151,5.303764337,4.024520851,0,1,0
3152,7.647871554,3.0786727239999996,1,1,1
3154,7.95145117,3.8868823860000004,1,1,1
3155,8.832142261,3.914511885,1,1,0
3156,8.250830009,2.604707845,1,1,1
3157,5.860574155,4.277241102,0,1,0
3158,8.182103306,4.605237762,1,1,1
3159,7.889579345,3.2273600819999997,1,1,1
3160,8.713482927000001,2.922194979,1,1,0
3161,6.185924892,4.090264382,0,1,0
3162,9.079715109,4.551724494,1,1,0
3163,8.379512703,3.7498180660000004,1,1,1
3164,9.221955642000001,4.294251987,1,1,0
3165,9.370696575,4.380796942,1,1,0
3166,7.487573364,1.801326999,1,1,1
3167,6.028348785,3.142083954,0,1,0
3168,6.283318587,4.153989991,0,1,0
3169,5.666446145,3.8368233010000004,0,1,0
3170,6.985303737000001,3.081799008,0,1,1
3171,7.273368228,4.196421036,1,1,1
3172,7.449659686,4.370404422,1,1,1
3173,7.618119572,3.7696995369999997,1,1,1
3174,6.6981538689999995,3.7581796510000003,0,1,1
3175,7.02729686,3.392666423,1,1,1
3176,8.610963032,4.614400405,1,1,0
3177,7.423586012,3.365397495,1,1,1
3178,5.456680887999999,3.799472549,0,1,0
3179,9.612898964,4.016409562,1,1,0
3180,8.246919871000001,4.096619667,1,1,1
3181,6.641174116,3.154701122,0,1,1
3182,6.64606727,3.0539831210000004,0,1,1
3183,7.164478295,4.998203435,1,1,1
3184,8.285071527000001,4.274661333,1,1,1
3185,6.110022206,2.817780458,0,1,0
3186,8.316663722000001,2.695799697,1,1,1
3188,9.004680613,3.775014984,1,1,0
3189,6.886512603,3.599756493,0,1,1
3190,9.293621613,3.661882214,1,1,0
3191,6.985192202,4.246201595,0,1,1
3192,5.094164361,4.710936483999999,0,1,0
3193,6.150034401,3.444442492,0,1,0
3194,6.18969926,3.02737148,0,1,0
3195,7.497987815,5.738991025,1,0,1
3196,6.965279872000001,3.9693182960000004,0,1,1
3197,5.412119545,5.680346587000001,0,0,0
3198,7.503085765,4.305513625,1,1,1
3200,8.581042821,2.883145377,1,1,0
3201,5.530055021,3.3274721389999997,0,1,0
3202,8.743958545,4.11897308,1,1,0
3203,9.05238369,4.259719452,1,1,0
3204,8.077260886,4.279871302,1,1,1
3205,6.682097359,3.44982947,0,1,1
3206,4.731320076,5.457892224,0,0,0
3207,9.241419974,4.718850871,1,1,0
3208,5.628313272000001,4.061644661,0,1,0
3209,4.857802624,3.966570845,0,1,0
3210,8.430471662,3.2539204330000002,1,1,1
3211,6.81760838,3.04829206,0,1,1
3212,5.91375532,4.023775902,0,1,0
3214,5.500276575,5.147535911,0,0,0
3215,5.608623152000001,3.777508267,0,1,0
3216,5.6092353589999995,3.224675518,0,1,0
3218,5.859822104,3.426634075,0,1,0
3219,6.417716047000001,4.210327061,0,1,0
3220,6.170526139,3.6522074960000004,0,1,0
3221,4.034063411,5.0247423069999995,0,0,0
3222,4.979468811,3.4390216510000005,0,1,0
3223,8.097453771,4.2790824039999995,1,1,1
3225,8.468741063,2.876995631,1,1,1
3226,7.870853412000001,4.221613951,1,1,1
3227,7.679595096,3.2975252339999996,1,1,1
3228,7.226592711,4.337116899,1,1,1
3230,8.659113027,2.89577428,1,1,0
3232,6.360195818999999,2.713248379,0,1,0
3233,10.48560365,4.669239858,1,1,0
3234,6.603416523,4.270816604,0,1,1
3235,5.7133229210000005,4.571127866,0,1,0
3236,4.767472455,3.8933778080000003,0,1,0
3237,9.609834365,4.308357589,1,1,0
3238,9.186453377000001,3.4538614560000003,1,1,0
3239,9.960689858,3.434538463,1,1,0
3240,6.1023067939999995,4.280766478,0,1,0
3241,6.792655097999999,1.917754393,0,1,1
3242,5.910539738,4.007508148,0,1,0
3243,6.125810325,4.953057691000001,0,1,0
3244,5.836104525,3.7389908289999996,0,1,0
3246,10.66736393,4.135568909,1,1,0
3247,8.628301074,5.100857854,1,0,0
3248,6.26011129,5.403614892,0,0,0
3249,10.80815694,4.362542227,1,1,0
3250,7.371914156,4.338957326,1,1,1
3251,4.825591458,3.4630971539999997,0,1,0
3252,4.868827135,3.2556001739999996,0,1,0
3253,7.395450847,4.990235633,1,1,1
3254,8.86211271,4.955081793,1,1,0
3255,6.00897361,4.012340383,0,1,0
3256,7.607223911,3.5250271310000003,1,1,1
3257,6.683367697,5.208061133999999,0,0,1
3258,6.6384114489999995,5.16405662,0,0,1
3259,9.271355447000001,4.333952898,1,1,0
3261,3.629922065,4.754826393,0,1,0
3262,8.378108023,4.52469297,1,1,1
3263,6.9236360139999995,4.013338801000001,0,1,1
3264,5.893103407999999,4.390701604,0,1,0
3265,8.197353369,3.3618333239999996,1,1,1
3266,8.372910285,4.906358241,1,1,1
3267,8.989900091,4.613842848,1,1,0
3268,6.7025465529999995,3.442983035,0,1,1
3269,11.49101091,4.369264314,1,1,0
3270,6.069615757,3.6697117039999996,0,1,0
3271,4.668101687,4.43582091,0,1,0
3272,7.808856017999999,2.798242842,1,1,1
3273,9.419510316,3.2988754989999998,1,1,0
3274,5.126762923,4.708658468,0,1,0
3275,7.874671358,2.309149057,1,1,1
